Ref,Val,Package,PosX,PosY,Rot,Side
"C1","0.1u","C_1206_3216Metric",164.000000,-92.500000,90.000000,top
"U1","SPV0142LR5H","SPV0142LR5H",160.000000,-92.500000,270.000000,top
